"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.00205553988683214,63,1784,16,0.00896860986547085,0.253968253968254,"GO:0034605","GO:BP","cellular response to heat",18198,8983,"GO:0009408, GO:0033554"
"query_1",TRUE,0.00205553988683214,63,1784,16,0.00896860986547085,0.253968253968254,"GO:1903078","GO:BP","positive regulation of protein localization to plasma membrane",18198,23328,"GO:0072659, GO:1903076, GO:1904377, GO:1905477"
"query_1",TRUE,0.00207318270833082,57,1784,15,0.00840807174887892,0.263157894736842,"GO:0051452","GO:BP","intracellular pH reduction",18198,14168,"GO:0051453"
"query_1",TRUE,0.00207318270833082,95,1784,21,0.0117713004484305,0.221052631578947,"GO:0030641","GO:BP","regulation of cellular pH",18198,7105,"GO:0006885, GO:0030003"
"query_1",TRUE,0.00217354902284306,102,1784,22,0.0123318385650224,0.215686274509804,"GO:0015837","GO:BP","amine transport",18198,5006,"GO:0071702, GO:0071705"
"query_1",TRUE,0.00221304838185021,248,1784,42,0.023542600896861,0.169354838709677,"GO:0033044","GO:BP","regulation of chromosome organization",18198,8279,"GO:0033043, GO:0051276"
"query_1",TRUE,0.00221805150941907,40,1784,12,0.00672645739910314,0.3,"GO:0086091","GO:BP","regulation of heart rate by cardiac conduction",18198,18452,"GO:0002027, GO:0061337"
"query_1",TRUE,0.00221805150941907,40,1784,12,0.00672645739910314,0.3,"GO:1990000","GO:BP","amyloid fibril formation",18198,25713,"GO:0019538, GO:0097435"
"query_1",TRUE,0.00221805150941907,40,1784,12,0.00672645739910314,0.3,"GO:0006904","GO:BP","vesicle docking involved in exocytosis",18198,2585,"GO:0048278, GO:0140029"
"query_1",TRUE,0.00224306206380572,76,1784,18,0.0100896860986547,0.236842105263158,"GO:0045685","GO:BP","regulation of glial cell differentiation",18198,11929,"GO:0010001, GO:0045595"
"query_1",TRUE,0.00226236622954221,89,1784,20,0.0112107623318386,0.224719101123595,"GO:0032411","GO:BP","positive regulation of transporter activity",18198,7821,"GO:0032409, GO:0044093, GO:0051050"
"query_1",TRUE,0.00233660633276362,1010,1784,132,0.0739910313901345,0.130693069306931,"GO:0006259","GO:BP","DNA metabolic process",18198,2097,"GO:0090304"
"query_1",TRUE,0.00236044792926956,592,1784,84,0.047085201793722,0.141891891891892,"GO:0071396","GO:BP","cellular response to lipid",18198,17148,"GO:0033993, GO:0071310"
"query_1",TRUE,0.00236656653705688,392,1784,60,0.0336322869955157,0.153061224489796,"GO:0001654","GO:BP","eye development",18198,373,"GO:0007423, GO:0150063"
"query_1",TRUE,0.00236656653705688,70,1784,17,0.00952914798206278,0.242857142857143,"GO:0032922","GO:BP","circadian regulation of gene expression",18198,8193,"GO:0007623, GO:0010468"
"query_1",TRUE,0.00241067828763958,46,1784,13,0.00728699551569507,0.282608695652174,"GO:0071526","GO:BP","semaphorin-plexin signaling pathway",18198,17248,"GO:0007166"
"query_1",TRUE,0.00241067828763958,46,1784,13,0.00728699551569507,0.282608695652174,"GO:0021575","GO:BP","hindbrain morphogenesis",18198,6388,"GO:0009653, GO:0030902"
"query_1",TRUE,0.00245075662176181,83,1784,19,0.0106502242152466,0.228915662650602,"GO:0060419","GO:BP","heart growth",18198,15086,"GO:0007507, GO:0035265"
"query_1",TRUE,0.00248415442555324,35,1784,11,0.00616591928251121,0.314285714285714,"GO:0051647","GO:BP","nucleus localization",18198,14315,"GO:0051640"
"query_1",TRUE,0.00248415442555324,35,1784,11,0.00616591928251121,0.314285714285714,"GO:0001953","GO:BP","negative regulation of cell-matrix adhesion",18198,567,"GO:0001952, GO:0007160, GO:0010812"
"query_1",TRUE,0.00250056228352655,52,1784,14,0.007847533632287,0.269230769230769,"GO:0051496","GO:BP","positive regulation of stress fiber assembly",18198,14206,"GO:0032233, GO:0043149, GO:0051492"
"query_1",TRUE,0.00250914943212288,58,1784,15,0.00840807174887892,0.258620689655172,"GO:0071709","GO:BP","membrane assembly",18198,17379,"GO:0022607, GO:0044091, GO:0061024"
"query_1",TRUE,0.00252754641705069,20,1784,8,0.00448430493273543,0.4,"GO:0015812","GO:BP","gamma-aminobutyric acid transport",18198,4984,"GO:0006865"
"query_1",TRUE,0.00252754641705069,20,1784,8,0.00448430493273543,0.4,"GO:0071786","GO:BP","endoplasmic reticulum tubular network organization",18198,17413,"GO:0007029"
"query_1",TRUE,0.00252754641705069,20,1784,8,0.00448430493273543,0.4,"GO:0008356","GO:BP","asymmetric cell division",18198,3211,"GO:0051301"
"query_1",TRUE,0.00261303688158028,90,1784,20,0.0112107623318386,0.222222222222222,"GO:0043535","GO:BP","regulation of blood vessel endothelial cell migration",18198,11112,"GO:0010594, GO:0043534"
"query_1",TRUE,0.00261970173894678,345,1784,54,0.0302690582959641,0.156521739130435,"GO:0051090","GO:BP","regulation of DNA-binding transcription factor activity",18198,13924,"GO:0006355, GO:0065009"
"query_1",TRUE,0.00262249972744252,77,1784,18,0.0100896860986547,0.233766233766234,"GO:0051899","GO:BP","membrane depolarization",18198,14438,"GO:0042391"
"query_1",TRUE,0.00262249972744252,77,1784,18,0.0100896860986547,0.233766233766234,"GO:1904063","GO:BP","negative regulation of cation transmembrane transport",18198,24115,"GO:0034766, GO:0098655, GO:1904062"
"query_1",TRUE,0.00264236788165985,402,1784,61,0.0341928251121076,0.151741293532338,"GO:0048880","GO:BP","sensory system development",18198,13545,"GO:0048731"
"query_1",TRUE,0.00266138873176374,603,1784,85,0.0476457399103139,0.140961857379768,"GO:0048729","GO:BP","tissue morphogenesis",18198,13411,"GO:0009653, GO:0009888"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:0007207","GO:BP","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway",18198,2794,"GO:0007200, GO:0007213"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:0050774","GO:BP","negative regulation of dendrite morphogenesis",18198,13677,"GO:0031345, GO:0048813, GO:0048814, GO:0050768"
"query_1",TRUE,0.00271630636922831,25,1784,9,0.00504484304932735,0.36,"GO:0008045","GO:BP","motor neuron axon guidance",18198,3136,"GO:0007411"
"query_1",TRUE,0.00271630636922831,25,1784,9,0.00504484304932735,0.36,"GO:0034643","GO:BP","establishment of mitochondrion localization, microtubule-mediated",18198,9004,"GO:0007018, GO:0051654"
"query_1",TRUE,0.00271630636922831,25,1784,9,0.00504484304932735,0.36,"GO:0038095","GO:BP","Fc-epsilon receptor signaling pathway",18198,10034,"GO:0038093"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:0061669","GO:BP","spontaneous neurotransmitter secretion",18198,16096,"GO:0007269, GO:0098814"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:0072319","GO:BP","vesicle uncoating",18198,17861,"GO:0016192, GO:0051261"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:0007270","GO:BP","neuron-neuron synaptic transmission",18198,2831,"GO:0007268"
"query_1",TRUE,0.00271630636922831,25,1784,9,0.00504484304932735,0.36,"GO:0060045","GO:BP","positive regulation of cardiac muscle cell proliferation",18198,14773,"GO:0008284, GO:0055023, GO:0060038, GO:0060043"
"query_1",TRUE,0.00271630636922831,25,1784,9,0.00504484304932735,0.36,"GO:0047497","GO:BP","mitochondrion transport along microtubule",18198,12882,"GO:0034643, GO:0072384"
"query_1",TRUE,0.00271630636922831,8,1784,5,0.00280269058295964,0.625,"GO:1902959","GO:BP","regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process",18198,23216,"GO:0052548, GO:1902991, GO:1905245"
"query_1",TRUE,0.00276857628000415,71,1784,17,0.00952914798206278,0.23943661971831,"GO:0014909","GO:BP","smooth muscle cell migration",18198,4840,"GO:0014812"
"query_1",TRUE,0.00277240402923504,205,1784,36,0.0201793721973094,0.175609756097561,"GO:0071383","GO:BP","cellular response to steroid hormone stimulus",18198,17135,"GO:0032870, GO:0048545, GO:0071396, GO:0071407"
"query_1",TRUE,0.00277745316686489,41,1784,12,0.00672645739910314,0.292682926829268,"GO:2000008","GO:BP","regulation of protein localization to cell surface",18198,26037,"GO:0032880, GO:0034394"
"query_1",TRUE,0.00280227468236396,104,1784,22,0.0123318385650224,0.211538461538462,"GO:0014013","GO:BP","regulation of gliogenesis",18198,4644,"GO:0042063, GO:0050767"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0061643","GO:BP","chemorepulsion of axon",18198,16091,"GO:0007411, GO:0050919, GO:0070887"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0098971","GO:BP","anterograde dendritic transport of neurotransmitter receptor complex",18198,19533,"GO:0097120, GO:0098937"
"query_1",TRUE,0.00289608721525432,883,1784,117,0.0655829596412556,0.132502831257078,"GO:0043069","GO:BP","negative regulation of programmed cell death",18198,10865,"GO:0012501, GO:0043067, GO:0048523"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0097114","GO:BP","NMDA glutamate receptor clustering",18198,19039,"GO:0001941, GO:0072578"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0075525","GO:BP","viral translational termination-reinitiation",18198,18277,"GO:0016032, GO:0019081"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:2000301","GO:BP","negative regulation of synaptic vesicle exocytosis",18198,26306,"GO:0016079, GO:1903306, GO:2000300"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:1905651","GO:BP","regulation of artery morphogenesis",18198,25455,"GO:0022603, GO:0048844"
"query_1",TRUE,0.00289608721525432,65,1784,16,0.00896860986547085,0.246153846153846,"GO:0034394","GO:BP","protein localization to cell surface",18198,8906,"GO:0008104"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:1905653","GO:BP","positive regulation of artery morphogenesis",18198,25457,"GO:0048844, GO:0051094, GO:1905651"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0051490","GO:BP","negative regulation of filopodium assembly",18198,14200,"GO:0046847, GO:0051489, GO:0120033"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0097112","GO:BP","gamma-aminobutyric acid receptor clustering",18198,19037,"GO:0001941, GO:0072578"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:1990049","GO:BP","retrograde neuronal dense core vesicle transport",18198,25725,"GO:0008090, GO:0047496, GO:0099519"
"query_1",TRUE,0.00289608721525432,495,1784,72,0.0403587443946188,0.145454545454545,"GO:0002009","GO:BP","morphogenesis of an epithelium",18198,618,"GO:0048729, GO:0060429"
"query_1",TRUE,0.00289608721525432,65,1784,16,0.00896860986547085,0.246153846153846,"GO:1900076","GO:BP","regulation of cellular response to insulin stimulus",18198,20866,"GO:0032869, GO:0048583, GO:0050794"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0045053","GO:BP","protein retention in Golgi apparatus",18198,11640,"GO:0032507, GO:0034067"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:1905908","GO:BP","positive regulation of amyloid fibril formation",18198,25667,"GO:0051247, GO:1902905, GO:1905906, GO:1990000"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0098596","GO:BP","imitative learning",18198,19344,"GO:0098597"
"query_1",TRUE,0.00289608721525432,5,1784,4,0.00224215246636771,0.8,"GO:0042297","GO:BP","vocal learning",18198,10421,"GO:0031223, GO:0098596, GO:0098598"
"query_1",TRUE,0.00292311165794282,47,1784,13,0.00728699551569507,0.276595744680851,"GO:0098927","GO:BP","vesicle-mediated transport between endosomal compartments",18198,19507,"GO:0016197"
"query_1",TRUE,0.00292435268798265,291,1784,47,0.0263452914798206,0.161512027491409,"GO:0043491","GO:BP","phosphatidylinositol 3-kinase/protein kinase B signal transduction",18198,11091,"GO:0141124"
"query_1",TRUE,0.00294828723217904,91,1784,20,0.0112107623318386,0.21978021978022,"GO:0051453","GO:BP","regulation of intracellular pH",18198,14169,"GO:0030641, GO:0065008"
"query_1",TRUE,0.0029648807018093,396,1784,60,0.0336322869955157,0.151515151515152,"GO:0150063","GO:BP","visual system development",18198,20641,"GO:0048880"
"query_1",TRUE,0.00297763428771171,53,1784,14,0.007847533632287,0.264150943396226,"GO:0048260","GO:BP","positive regulation of receptor-mediated endocytosis",18198,13036,"GO:0006898, GO:0045807, GO:0048259"
"query_1",TRUE,0.00297763428771171,53,1784,14,0.007847533632287,0.264150943396226,"GO:0010761","GO:BP","fibroblast migration",18198,4432,"GO:0001667"
"query_1",TRUE,0.00300178304090731,16,1784,7,0.0039237668161435,0.4375,"GO:0031054","GO:BP","pre-miRNA processing",18198,7261,"GO:0035196"
"query_1",TRUE,0.00300178304090731,16,1784,7,0.0039237668161435,0.4375,"GO:1900034","GO:BP","regulation of cellular response to heat",18198,20833,"GO:0034605, GO:0080135"
"query_1",TRUE,0.00300178304090731,16,1784,7,0.0039237668161435,0.4375,"GO:0043201","GO:BP","response to leucine",18198,10928,"GO:0043200"
"query_1",TRUE,0.00312687905866485,36,1784,11,0.00616591928251121,0.305555555555556,"GO:0007035","GO:BP","vacuolar acidification",18198,2671,"GO:0051452"
"query_1",TRUE,0.0031437086274095,184,1784,33,0.0184977578475336,0.179347826086957,"GO:0045861","GO:BP","negative regulation of proteolysis",18198,12071,"GO:0006508, GO:0030162, GO:0051248"
"query_1",TRUE,0.00314776803037386,105,1784,22,0.0123318385650224,0.20952380952381,"GO:0032204","GO:BP","regulation of telomere maintenance",18198,7668,"GO:0000723, GO:0033044, GO:0051052"
"query_1",TRUE,0.00321595375122505,119,1784,24,0.0134529147982063,0.201680672268908,"GO:0030518","GO:BP","intracellular steroid hormone receptor signaling pathway",18198,7070,"GO:0030522, GO:0043401"
"query_1",TRUE,0.00324912864701589,12,1784,6,0.00336322869955157,0.5,"GO:0021604","GO:BP","cranial nerve structural organization",18198,6416,"GO:0021602, GO:0048532"
"query_1",TRUE,0.00324912864701589,12,1784,6,0.00336322869955157,0.5,"GO:0014072","GO:BP","response to isoquinoline alkaloid",18198,4695,"GO:0014070, GO:0043279"
"query_1",TRUE,0.00324912864701589,12,1784,6,0.00336322869955157,0.5,"GO:0048755","GO:BP","branching morphogenesis of a nerve",18198,13431,"GO:0001763, GO:0007399"
"query_1",TRUE,0.00324912864701589,12,1784,6,0.00336322869955157,0.5,"GO:0099550","GO:BP","trans-synaptic signaling, modulating synaptic transmission",18198,19679,"GO:0050804, GO:0099537"
"query_1",TRUE,0.00324912864701589,12,1784,6,0.00336322869955157,0.5,"GO:0098976","GO:BP","excitatory chemical synaptic transmission",18198,19536,"GO:0007268"
"query_1",TRUE,0.00326151020471809,1500,1784,185,0.103699551569507,0.123333333333333,"GO:0006508","GO:BP","proteolysis",18198,2259,"GO:0019538"
"query_1",TRUE,0.00328897873729704,269,1784,44,0.0246636771300448,0.163568773234201,"GO:0090150","GO:BP","establishment of protein localization to membrane",18198,18587,"GO:0045184, GO:0072657"
"query_1",TRUE,0.00336172895394647,215,1784,37,0.0207399103139013,0.172093023255814,"GO:0050730","GO:BP","regulation of peptidyl-tyrosine phosphorylation",18198,13658,"GO:0001932, GO:0018108"
"query_1",TRUE,0.00339446937791974,148,1784,28,0.015695067264574,0.189189189189189,"GO:0036294","GO:BP","cellular response to decreased oxygen levels",18198,9872,"GO:0036293, GO:0071453"
"query_1",TRUE,0.0034409786004623,31,1784,10,0.00560538116591928,0.32258064516129,"GO:0007064","GO:BP","mitotic sister chromatid cohesion",18198,2693,"GO:0007062"
"query_1",TRUE,0.0034409786004623,31,1784,10,0.00560538116591928,0.32258064516129,"GO:0086019","GO:BP","cell-cell signaling involved in cardiac conduction",18198,18416,"GO:0007267, GO:0086065"
"query_1",TRUE,0.0034409786004623,31,1784,10,0.00560538116591928,0.32258064516129,"GO:0032232","GO:BP","negative regulation of actin filament bundle assembly",18198,7693,"GO:0032231, GO:0051017, GO:0051494, GO:1902904"
"query_1",TRUE,0.0034409786004623,31,1784,10,0.00560538116591928,0.32258064516129,"GO:0034063","GO:BP","stress granule assembly",18198,8673,"GO:0140694"
"query_1",TRUE,0.0035235636160594,60,1784,15,0.00840807174887892,0.25,"GO:0043470","GO:BP","regulation of carbohydrate catabolic process",18198,11073,"GO:0006109, GO:0009894, GO:0016052"
"query_1",TRUE,0.00354022523198489,21,1784,8,0.00448430493273543,0.380952380952381,"GO:0086012","GO:BP","membrane depolarization during cardiac muscle cell action potential",18198,18409,"GO:0086001, GO:0086010"
"query_1",TRUE,0.00354022523198489,21,1784,8,0.00448430493273543,0.380952380952381,"GO:0097062","GO:BP","dendritic spine maintenance",18198,19004,"GO:0043954, GO:0097061"
"query_1",TRUE,0.00356448624971797,48,1784,13,0.00728699551569507,0.270833333333333,"GO:0008542","GO:BP","visual learning",18198,3226,"GO:0007632, GO:0008306"
"query_1",TRUE,0.00356448624971797,48,1784,13,0.00728699551569507,0.270833333333333,"GO:0001881","GO:BP","receptor recycling",18198,516,"GO:0043112"
"query_1",TRUE,0.00356448624971797,48,1784,13,0.00728699551569507,0.270833333333333,"GO:0031103","GO:BP","axon regeneration",18198,7274,"GO:0031102, GO:0048678, GO:0061564"
"query_1",TRUE,0.00356448624971797,48,1784,13,0.00728699551569507,0.270833333333333,"GO:0051646","GO:BP","mitochondrion localization",18198,14314,"GO:0051640"
"query_1",TRUE,0.00357849463191729,54,1784,14,0.007847533632287,0.259259259259259,"GO:0002042","GO:BP","cell migration involved in sprouting angiogenesis",18198,649,"GO:0002040, GO:0043534"
"query_1",TRUE,0.00357849463191729,54,1784,14,0.007847533632287,0.259259259259259,"GO:0007632","GO:BP","visual behavior",18198,3122,"GO:0007610, GO:0009416"
"query_1",TRUE,0.00357849463191729,54,1784,14,0.007847533632287,0.259259259259259,"GO:0032210","GO:BP","regulation of telomere maintenance via telomerase",18198,7674,"GO:0007004, GO:1904356, GO:2000278"
"query_1",TRUE,0.00361323894955009,26,1784,9,0.00504484304932735,0.346153846153846,"GO:0010882","GO:BP","regulation of cardiac muscle contraction by calcium ion signaling",18198,4525,"GO:0019722, GO:0055117"
"query_1",TRUE,0.00365467023326301,466,1784,68,0.0381165919282511,0.145922746781116,"GO:0002764","GO:BP","immune response-regulating signaling pathway",18198,1282,"GO:0007165, GO:0050776"
"query_1",TRUE,0.0036833187301323,86,1784,19,0.0106502242152466,0.22093023255814,"GO:0010507","GO:BP","negative regulation of autophagy",18198,4229,"GO:0006914, GO:0010506, GO:0031330"
"query_1",TRUE,0.00372933675042155,73,1784,17,0.00952914798206278,0.232876712328767,"GO:0045661","GO:BP","regulation of myoblast differentiation",18198,11908,"GO:0045445, GO:0045595"
"query_1",TRUE,0.00381855532011173,335,1784,52,0.0291479820627803,0.155223880597015,"GO:0051235","GO:BP","maintenance of location",18198,14033,"GO:0051179"
"query_1",TRUE,0.00386137892385345,303,1784,48,0.0269058295964126,0.158415841584158,"GO:0006302","GO:BP","double-strand break repair",18198,2130,"GO:0006281"
"query_1",TRUE,0.00387277596416041,164,1784,30,0.0168161434977578,0.182926829268293,"GO:0051170","GO:BP","import into nucleus",18198,13994,"GO:0006913"
"query_1",TRUE,0.00394960491641546,37,1784,11,0.00616591928251121,0.297297297297297,"GO:1904358","GO:BP","positive regulation of telomere maintenance via telomere lengthening",18198,24371,"GO:0010833, GO:0032206, GO:1904356"
"query_1",TRUE,0.00394960491641546,37,1784,11,0.00616591928251121,0.297297297297297,"GO:0090659","GO:BP","walking behavior",18198,18926,"GO:0007626"
"query_1",TRUE,0.00410435011943498,172,1784,31,0.0173766816143498,0.180232558139535,"GO:0006109","GO:BP","regulation of carbohydrate metabolic process",18198,1988,"GO:0005975, GO:0080090"
"query_1",TRUE,0.0041847734167489,61,1784,15,0.00840807174887892,0.245901639344262,"GO:0046854","GO:BP","phosphatidylinositol phosphate biosynthetic process",18198,12814,"GO:0006661"
"query_1",TRUE,0.00423854431916496,87,1784,19,0.0106502242152466,0.218390804597701,"GO:0035023","GO:BP","regulation of Rho protein signal transduction",18198,9068,"GO:0007266, GO:0051056"
"query_1",TRUE,0.00423854431916496,87,1784,19,0.0106502242152466,0.218390804597701,"GO:1900542","GO:BP","regulation of purine nucleotide metabolic process",18198,21231,"GO:0006140, GO:0006163"
"query_1",TRUE,0.00423854431916496,43,1784,12,0.00672645739910314,0.27906976744186,"GO:0021587","GO:BP","cerebellum morphogenesis",18198,6400,"GO:0009653, GO:0021549, GO:0021575"
"query_1",TRUE,0.00423854431916496,43,1784,12,0.00672645739910314,0.27906976744186,"GO:0031641","GO:BP","regulation of myelination",18198,7513,"GO:0042552, GO:0050794, GO:0051960"
"query_1",TRUE,0.00423854431916496,43,1784,12,0.00672645739910314,0.27906976744186,"GO:0043268","GO:BP","positive regulation of potassium ion transport",18198,10945,"GO:0006813, GO:0043266, GO:0043270"
"query_1",TRUE,0.00423854431916496,87,1784,19,0.0106502242152466,0.218390804597701,"GO:0000281","GO:BP","mitotic cytokinesis",18198,80,"GO:0061640, GO:1903047"
"query_1",TRUE,0.00435695181172709,74,1784,17,0.00952914798206278,0.22972972972973,"GO:0055117","GO:BP","regulation of cardiac muscle contraction",18198,14722,"GO:0006942, GO:0008016, GO:0060048"
"query_1",TRUE,0.00443148690167193,158,1784,29,0.0162556053811659,0.183544303797468,"GO:0006937","GO:BP","regulation of muscle contraction",18198,2606,"GO:0006936, GO:0090257"
"query_1",TRUE,0.00443148690167193,158,1784,29,0.0162556053811659,0.183544303797468,"GO:0048592","GO:BP","eye morphogenesis",18198,13286,"GO:0001654, GO:0090596"
"query_1",TRUE,0.00445878459096021,129,1784,25,0.0140134529147982,0.193798449612403,"GO:0007041","GO:BP","lysosomal transport",18198,2676,"GO:0007034"
"query_1",TRUE,0.00448192993421708,17,1784,7,0.0039237668161435,0.411764705882353,"GO:0099149","GO:BP","regulation of postsynaptic neurotransmitter receptor internalization",18198,19616,"GO:0002090, GO:0065008, GO:0098884"
"query_1",TRUE,0.00448192993421708,17,1784,7,0.0039237668161435,0.411764705882353,"GO:1902170","GO:BP","cellular response to reactive nitrogen species",18198,22614,"GO:1901699"
"query_1",TRUE,0.00448192993421708,17,1784,7,0.0039237668161435,0.411764705882353,"GO:0086066","GO:BP","atrial cardiac muscle cell to AV node cell communication",18198,18443,"GO:0086065"
"query_1",TRUE,0.00448192993421708,17,1784,7,0.0039237668161435,0.411764705882353,"GO:0086026","GO:BP","atrial cardiac muscle cell to AV node cell signaling",18198,18420,"GO:0086019, GO:0086066"
"query_1",TRUE,0.00448192993421708,17,1784,7,0.0039237668161435,0.411764705882353,"GO:0086014","GO:BP","atrial cardiac muscle cell action potential",18198,18411,"GO:0086002, GO:0086026"
"query_1",TRUE,0.00453193782018911,108,1784,22,0.0123318385650224,0.203703703703704,"GO:0000045","GO:BP","autophagosome assembly",18198,18,"GO:0070925, GO:1905037"
"query_1",TRUE,0.00458397435490511,346,1784,53,0.0297085201793722,0.153179190751445,"GO:0043010","GO:BP","camera-type eye development",18198,10830,"GO:0001654"
"query_1",TRUE,0.00463745729093023,81,1784,18,0.0100896860986547,0.222222222222222,"GO:0071901","GO:BP","negative regulation of protein serine/threonine kinase activity",18198,17479,"GO:0006469, GO:0071900"
"query_1",TRUE,0.00463745729093023,196,1784,34,0.0190582959641256,0.173469387755102,"GO:0007051","GO:BP","spindle organization",18198,2681,"GO:0000226, GO:0022402"
"query_1",TRUE,0.00463859812771939,219,1784,37,0.0207399103139013,0.168949771689498,"GO:0050920","GO:BP","regulation of chemotaxis",18198,13797,"GO:0006935, GO:0032101, GO:0040012"
"query_1",TRUE,0.00482072164124031,27,1784,9,0.00504484304932735,0.333333333333333,"GO:0034315","GO:BP","regulation of Arp2/3 complex-mediated actin nucleation",18198,8860,"GO:0034314, GO:0051125"
"query_1",TRUE,0.00482072164124031,27,1784,9,0.00504484304932735,0.333333333333333,"GO:0006929","GO:BP","substrate-dependent cell migration",18198,2598,"GO:0016477"
"query_1",TRUE,0.00482072164124031,27,1784,9,0.00504484304932735,0.333333333333333,"GO:0043507","GO:BP","positive regulation of JUN kinase activity",18198,11100,"GO:0043406, GO:0043506"
"query_1",TRUE,0.00482072164124031,27,1784,9,0.00504484304932735,0.333333333333333,"GO:0150146","GO:BP","cell junction disassembly",18198,20692,"GO:0022411, GO:0034330"
"query_1",TRUE,0.00484851085921787,88,1784,19,0.0106502242152466,0.215909090909091,"GO:0006140","GO:BP","regulation of nucleotide metabolic process",18198,2005,"GO:0009117, GO:0019219, GO:0019220, GO:0062012"
"query_1",TRUE,0.00491216026965283,22,1784,8,0.00448430493273543,0.363636363636364,"GO:0086013","GO:BP","membrane repolarization during cardiac muscle cell action potential",18198,18410,"GO:0086001, GO:0086011, GO:0099622"
"query_1",TRUE,0.00491216026965283,22,1784,8,0.00448430493273543,0.363636363636364,"GO:1900273","GO:BP","positive regulation of long-term synaptic potentiation",18198,21030,"GO:0050806, GO:0060291, GO:1900271"
"query_1",TRUE,0.00492387159211928,62,1784,15,0.00840807174887892,0.241935483870968,"GO:1900024","GO:BP","regulation of substrate adhesion-dependent cell spreading",18198,20824,"GO:0010810, GO:0034446"
"query_1",TRUE,0.00494518603699507,38,1784,11,0.00616591928251121,0.289473684210526,"GO:0010762","GO:BP","regulation of fibroblast migration",18198,4433,"GO:0010761, GO:0030334"
"query_1",TRUE,0.00494518603699507,38,1784,11,0.00616591928251121,0.289473684210526,"GO:1900181","GO:BP","negative regulation of protein localization to nucleus",18198,20951,"GO:0034504, GO:1900180, GO:1903828"
"query_1",TRUE,0.00494518603699507,38,1784,11,0.00616591928251121,0.289473684210526,"GO:0051954","GO:BP","positive regulation of amine transport",18198,14479,"GO:0015837, GO:0051050, GO:0051952"
"query_1",TRUE,0.00495111211867473,531,1784,75,0.0420403587443946,0.141242937853107,"GO:0001525","GO:BP","angiogenesis",18198,335,"GO:0048514, GO:0048646"
"query_1",TRUE,0.00503003093865752,75,1784,17,0.00952914798206278,0.226666666666667,"GO:0000245","GO:BP","spliceosomal complex assembly",18198,70,"GO:0000398, GO:0022618"
"query_1",TRUE,0.00505738490363591,364,1784,55,0.0308295964125561,0.151098901098901,"GO:0071692","GO:BP","protein localization to extracellular region",18198,17362,"GO:0008104"
"query_1",TRUE,0.005058408046035,102,1784,21,0.0117713004484305,0.205882352941176,"GO:0097306","GO:BP","cellular response to alcohol",18198,19126,"GO:0071310, GO:0097305, GO:1901701"
"query_1",TRUE,0.00506955196321859,116,1784,23,0.0128923766816144,0.198275862068966,"GO:0009185","GO:BP","ribonucleoside diphosphate metabolic process",18198,3388,"GO:0009132"
"query_1",TRUE,0.00511078111518628,56,1784,14,0.007847533632287,0.25,"GO:0031102","GO:BP","neuron projection regeneration",18198,7273,"GO:0031099, GO:0031175, GO:0033554"
"query_1",TRUE,0.00511078111518628,356,1784,54,0.0302690582959641,0.151685393258427,"GO:0009306","GO:BP","protein secretion",18198,3489,"GO:0015031, GO:0032940, GO:0035592"
"query_1",TRUE,0.00511078111518628,56,1784,14,0.007847533632287,0.25,"GO:0050881","GO:BP","musculoskeletal movement",18198,13760,"GO:0050879, GO:0050905"
"query_1",TRUE,0.00513641879332791,9,1784,5,0.00280269058295964,0.555555555555556,"GO:0061549","GO:BP","sympathetic ganglion development",18198,16036,"GO:0048485, GO:0061548"
